Calendar Year,Managment Unit (FRAM),SubPopulation,SaSI Population,Smolt Abundance Population,Smolt Abundance,Smolt_Abundance_Matches_FRAM,Smolt_Abunce_Matches_SASI_but_not_FRAM,Age 3 Escapement (FRAM),January Age 3 Abundance pre-natural mortality and pre-harvest,Age 3 Abundance post-natural mortality-pre harvest,Harvest # FRAM,Harvest (% FRAM),Latitude,Longitude,SASI Natural Origin Abundance,SASI Hatchery Origin Abundance,SASI CompositeOrigin Abundance,SASI unknown Origin Abundance,Sub Pop Natural Orign Abundance (Age 3 Escapment),SupPopulation Escapement
1998,Area 12A Wild,,,,,0,0,1018.155009,2735.096,2220.946813,1202.791804,0.541567136,47.825445,-122.859826,,,,,,
1999,Area 12A Wild,,,,,0,0,179.001315,264.743316,214.9763021,35.97498707,0.167343966,47.825445,-122.859826,,,,,,
2000,Area 12A Wild,,,,,0,0,473.004623,1137.538162,923.701309,450.696686,0.487924702,47.825445,-122.859826,,,,,,
2001,Area 12A Wild,,,,,0,0,139.999999,371.331903,301.5281389,161.5281399,0.535698394,47.825445,-122.859826,,,,,,
2002,Area 12A Wild,,,,,0,0,649.999999,1365.410453,1108.73768,458.7376811,0.413747714,47.825445,-122.859826,,,,,,
2003,Area 12A Wild,,,,,0,0,344.999996,519.789756,422.0785676,77.0785716,0.182616644,47.825445,-122.859826,,,,,,
2004,Area 12A Wild,,,,,0,0,993.17819,3322.5752,2697.990418,1704.812228,0.63188224,47.825445,-122.859826,,,,,,
2005,Area 12A Wild,,,,,0,0,-432.71245,20772.9732,16868.02533,17300.73778,1.025652822,47.825445,-122.859826,,,,,,
2006,Area 12A Wild,,,,,0,0,397.366423,11412.9568,9267.524807,8870.158384,0.957122702,47.825445,-122.859826,,,,,,
2007,Area 12A Wild,,,,,0,0,306.035467,9315.5104,7564.360861,7258.325394,0.959542455,47.825445,-122.859826,,,,,,
2008,Area 12A Wild,,,,,0,0,5.53159,1618.4,1314.169712,1308.638122,0.99579081,47.825445,-122.859826,,,,,,
2009,Area 12A Wild,,,,,0,0,1479.866566,13381.7404,10866.21226,9386.345695,0.863810265,47.825445,-122.859826,,,,,,
2010,Area 12A Wild,,,,,0,0,354.878644,3181.7744,2583.657653,2228.779009,0.862644866,47.825445,-122.859826,,,,,,
2011,Area 12A Wild,,,,,0,0,803.120053,2944.6788,2391.13179,1588.011737,0.664125559,47.825445,-122.859826,,,,,,
2012,Area 12A Wild,,,,,0,0,632.338715,3155.88,2562.630938,1930.292223,0.753246281,47.825445,-122.859826,,,,,,
2013,Area 12A Wild,,,,,0,0,111.962763,625.5116,507.9265936,395.9638306,0.779569008,47.825445,-122.859826,,,,,,
2014,Area 12A Wild,,,,,0,0,240.720445,803.5356,652.4852619,411.7648169,0.631071445,47.825445,-122.859826,,,,,,
2015,Area 12A Wild,,,,,0,0,239.36823,1055.1968,856.8386521,617.4704221,0.720637918,47.825445,-122.859826,,,,,,
2016,Area 12A Wild,,,,,0,0,379.999999,2966.953119,2409.218935,2029.218936,0.842272533,47.825445,-122.859826,,,,,,
2017,Area 12A Wild,,,,,0,0,304.713537,10038.9352,8151.794722,7847.081185,0.962620067,47.825445,-122.859826,,,,,,
1986,Area 12C-12D Wild,,,,,0,0,19677.8734,115062,93432.39951,73754.52611,0.789389189,47.364944,-123.119288,,,,,,
1987,Area 12C-12D Wild,,,,,0,0,8025.906952,91640,74413.31709,66387.41014,0.892144212,47.364944,-123.119288,,,,,,
1988,Area 12C-12D Wild,,,,,0,0,4982.820358,28150,22858.30288,17875.48252,0.782012672,47.364944,-123.119288,,,,,,
1989,Area 12C-12D Wild,,,,,0,0,7146.906692,47720,38749.49249,31602.5858,0.815561283,47.364944,-123.119288,,,,,,
1990,Area 12C-12D Wild,,,,,0,0,2774.021078,38092,30931.38449,28157.36341,0.910316944,47.364944,-123.119288,,,,,,
1991,Area 12C-12D Wild,,,,,0,0,5636.86861,23604,19166.86967,13530.00106,0.705905622,47.364944,-123.119288,,,,,,
1992,Area 12C-12D Wild,,,,,0,0,8840.938854,126702,102884.2875,94043.3486,0.914069105,47.364944,-123.119288,,,,,,
1993,Area 12C-12D Wild,,,,,0,0,10794.49277,35288,28654.4864,17859.99363,0.623287864,47.364944,-123.119288,,,,,,
1994,Area 12C-12D Wild,,,,,0,0,22962.98843,47754,38777.1011,15814.11266,0.40782091,47.364944,-123.119288,,,,,,
1995,Area 12C-12D Wild,,,,,0,0,17998.29175,31860,25870.88916,7872.59741,0.304303318,47.364944,-123.119288,,,,,,
1996,Area 12C-12D Wild,,,,,0,0,20298.35119,35376,28725.94397,8427.592783,0.293379142,47.364944,-123.119288,,,,,,
1997,Area 12C-12D Wild,,,,,0,0,40774.259,59146,48027.60861,7253.349605,0.151024584,47.364944,-123.119288,,,,,,
1998,Area 12C-12D Wild,,,,,0,0,44415.54952,84963.7096,68992.05002,24576.5005,0.35622221,47.364944,-123.119288,,,,,,
1999,Area 12C-12D Wild,,,,,0,0,7550.04812,11786.86353,9571.14375,2021.09563,0.211165529,47.364944,-123.119288,,,,,,
2000,Area 12C-12D Wild,,,,,0,0,9609.077123,21773.82813,17680.73742,8071.660296,0.456522831,47.364944,-123.119288,,,,,,
2001,Area 12C-12D Wild,,,,,0,0,38700.99984,71576.36056,58121.28345,19420.2836,0.334133771,47.364944,-123.119288,,,,,,
2002,Area 12C-12D Wild,,,,,0,0,28826.99995,48452.43626,39344.24382,10517.24387,0.267313407,47.364944,-123.119288,,,,,,
2003,Area 12C-12D Wild,,,,,0,0,66692.99927,111013.271,90144.75921,23451.75994,0.260156665,47.364944,-123.119288,,,,,,
2004,Area 12C-12D Wild,,,,,0,0,43447.94195,103560.4544,84092.93902,40644.99707,0.483334244,47.364944,-123.119288,,,,,,
2005,Area 12C-12D Wild,,,,,0,0,14848.53573,32238.1703,26177.9702,11329.43447,0.432785062,47.364944,-123.119288,,,,,,
2006,Area 12C-12D Wild,,,,,0,0,6117.777358,35753.6548,29032.60641,22914.82906,0.789279086,47.364944,-123.119288,,,,,,
2007,Area 12C-12D Wild,,,,,0,0,20949.10786,57727.956,46876.13155,25927.02369,0.553096487,47.364944,-123.119288,,,,,,
2008,Area 12C-12D Wild,,,,,0,0,3431.76788,16470.6336,13374.44872,9942.680841,0.743408648,47.364944,-123.119288,,,,,,
2009,Area 12C-12D Wild,,,,,0,0,13581.24383,41287.5993,33526.26821,19945.02438,0.59490738,47.364944,-123.119288,,,,,,
2010,Area 12C-12D Wild,,,,,0,0,2078.84107,12985.426,10544.39789,8465.556819,0.802848765,47.364944,-123.119288,,,,,,
2011,Area 12C-12D Wild,,,,,0,0,10017.93401,32678.8674,26535.82412,16517.89011,0.622475113,47.364944,-123.119288,,,,,,
2012,Area 12C-12D Wild,,,,,0,0,24661.74283,76156.4958,61840.43508,37178.69225,0.601203601,47.364944,-123.119288,,,,,,
2013,Area 12C-12D Wild,,,,,0,0,7462.403372,24039.8586,19520.79464,12058.39127,0.617720308,47.364944,-123.119288,,,,,,
2014,Area 12C-12D Wild,,,,,0,0,9141.798413,40621.5075,32985.38977,23843.59136,0.722853103,47.364944,-123.119288,,,,,,
2015,Area 12C-12D Wild,,,,,0,0,13476.91597,40375.9282,32785.97499,19309.05902,0.588942651,47.364944,-123.119288,,,,,,
2016,Area 12C-12D Wild,,,,,0,0,7255.00002,16854.30135,13685.99378,6430.993764,0.469896002,47.364944,-123.119288,,,,,,
2017,Area 12C-12D Wild,,,,,0,0,11395.71622,23925.4792,19427.91652,8032.200302,0.413436011,47.364944,-123.119288,,,,,,
1986,Area 13 Miscellaneous Wild,,,,,0,0,799.928536,5222,4240.357288,3440.428752,0.811353506,47.26243266,-123.0158944,,,,,,
1987,Area 13 Miscellaneous Wild,,,,,0,0,800.026026,9608,7801.867641,7001.841615,0.897457114,47.26243266,-123.0158944,,,,,,
1988,Area 13 Miscellaneous Wild,,,,,0,0,1299.806466,7184,5833.536338,4533.729872,0.777183789,47.26243266,-123.0158944,,,,,,
1989,Area 13 Miscellaneous Wild,,,,,0,0,399.965982,4864,3949.654892,3549.68891,0.898733942,47.26243266,-123.0158944,,,,,,
1990,Area 13 Miscellaneous Wild,,,,,0,0,599.819066,3312,2689.403167,2089.584101,0.776969451,47.26243266,-123.0158944,,,,,,
1991,Area 13 Miscellaneous Wild,,,,,0,0,399.855518,2708,2198.944377,1799.088859,0.81816024,47.26243266,-123.0158944,,,,,,
1992,Area 13 Miscellaneous Wild,,,,,0,0,1100.010884,4860,3946.406821,2846.395937,0.721262674,47.26243266,-123.0158944,,,,,,
1993,Area 13 Miscellaneous Wild,,,,,0,0,1199.737752,4188,3400.730816,2200.993064,0.647211786,47.26243266,-123.0158944,,,,,,
1994,Area 13 Miscellaneous Wild,,,,,0,0,1099.887716,3836,3114.900528,2015.012812,0.646894754,47.26243266,-123.0158944,,,,,,
1995,Area 13 Miscellaneous Wild,,,,,0,0,400.030172,1344,1091.35201,691.3218377,0.633454496,47.26243266,-123.0158944,,,,,,
1996,Area 13 Miscellaneous Wild,,,,,0,0,399.85646,812,659.3585059,259.5020459,0.39356745,47.26243266,-123.0158944,,,,,,
1997,Area 13 Miscellaneous Wild,,,,,0,0,599.904658,1576,1279.740154,679.8354963,0.531229323,47.26243266,-123.0158944,,,,,,
1998,Area 13 Miscellaneous Wild,,,,,0,0,500.034185,813.9546,660.945676,160.911491,0.243456455,47.26243266,-123.0158944,,,,,,
1999,Area 13 Miscellaneous Wild,,,,,0,0,190.001125,271.950326,220.8285229,30.82739794,0.139598805,47.26243266,-123.0158944,,,,,,
2000,Area 13 Miscellaneous Wild,,,,,0,0,468.003204,747.469838,606.9588616,138.9556576,0.228937522,47.26243266,-123.0158944,,,,,,
2001,Area 13 Miscellaneous Wild,,,,,0,0,451.999998,791.101435,642.3884978,190.3884998,0.296375948,47.26243266,-123.0158944,,,,,,
2002,Area 13 Miscellaneous Wild,,,,,0,0,282,391.967034,318.2842339,36.28423386,0.11399947,47.26243266,-123.0158944,,,,,,
2003,Area 13 Miscellaneous Wild,,,,,0,0,740.999992,1060.039125,860.7707065,119.7707145,0.139143576,47.26243266,-123.0158944,,,,,,
2004,Area 13 Miscellaneous Wild,,,,,0,0,1771.124006,2620.9446,2128.253837,357.1298308,0.167804152,47.26243266,-123.0158944,,,,,,
2005,Area 13 Miscellaneous Wild,,,,,0,0,1473.972352,2126.5845,1726.824604,252.8522521,0.146426135,47.26243266,-123.0158944,,,,,,
2006,Area 13 Miscellaneous Wild,,,,,0,0,124.945701,181.5081,147.3878197,22.44211873,0.152265762,47.26243266,-123.0158944,,,,,,
2007,Area 13 Miscellaneous Wild,,,,,0,0,653.025868,1002.2052,813.8085262,160.7826582,0.197568166,47.26243266,-123.0158944,,,,,,
2008,Area 13 Miscellaneous Wild,,,,,0,0,81.035947,113.0043,91.76151035,10.72556335,0.116885209,47.26243266,-123.0158944,,,,,,
2009,Area 13 Miscellaneous Wild,,,,,0,0,193.965015,302.6034,245.7193666,51.75435163,0.21062382,47.26243266,-123.0158944,,,,,,
2010,Area 13 Miscellaneous Wild,,,,,0,0,176.885532,243.5391,197.7580999,20.87256788,0.105545957,47.26243266,-123.0158944,,,,,,
2011,Area 13 Miscellaneous Wild,,,,,0,0,84.078461,122.4438,99.42655298,15.34809198,0.154366128,47.26243266,-123.0158944,,,,,,
2012,Area 13 Miscellaneous Wild,,,,,0,0,453.00287,726.0324,589.5512789,136.5484089,0.231614134,47.26243266,-123.0158944,,,,,,
2013,Area 13 Miscellaneous Wild,,,,,0,0,324.96661,512.43,416.1023143,91.13570425,0.219022344,47.26243266,-123.0158944,,,,,,
2014,Area 13 Miscellaneous Wild,,,,,0,0,63.980592,106.5315,86.50548112,22.52488912,0.260386843,47.26243266,-123.0158944,,,,,,
2015,Area 13 Miscellaneous Wild,,,,,0,0,33.00471,68.5038,55.62630938,22.62159938,0.406670865,47.26243266,-123.0158944,,,,,,
2016,Area 13 Miscellaneous Wild,,,,,0,0,667.000001,849.782849,690.0388542,23.03885324,3.34E-02,47.26243266,-123.0158944,,,,,,
2017,Area 13 Miscellaneous Wild,,,,,0,0,94.971989,131.3439,106.6535932,11.68160418,0.109528463,47.26243266,-123.0158944,,,,,,
1986,Area 13A Miscellaneous Wild,,,,,0,0,149.906904,1678,1362.565976,1212.659072,0.889981912,47.264969,-122.702698,,,,,,
1987,Area 13A Miscellaneous Wild,,,,,0,0,899.868038,8378,6803.085668,5903.21763,0.867726487,47.264969,-122.702698,,,,,,
1988,Area 13A Miscellaneous Wild,,,,,0,0,149.868178,1312,1065.367438,915.4992601,0.85932724,47.264969,-122.702698,,,,,,
1989,Area 13A Miscellaneous Wild,,,,,0,0,149.898784,1796,1458.384084,1308.4853,0.897215839,47.264969,-122.702698,,,,,,
1990,Area 13A Miscellaneous Wild,,,,,0,0,199.8296,1762,1430.775477,1230.945877,0.86033476,47.264969,-122.702698,,,,,,
1991,Area 13A Miscellaneous Wild,,,,,0,0,199.919094,2354,1911.490053,1711.570959,0.89541191,47.264969,-122.702698,,,,,,
1992,Area 13A Miscellaneous Wild,,,,,0,0,99.912636,510,414.1291108,314.2164748,0.75874037,47.264969,-122.702698,,,,,,
1993,Area 13A Miscellaneous Wild,,,,,0,0,299.74255,1416,1149.817296,850.074746,0.739312888,47.264969,-122.702698,,,,,,
1994,Area 13A Miscellaneous Wild,,,,,0,0,99.524748,300,243.6053593,144.0806113,0.591450909,47.264969,-122.702698,,,,,,
1995,Area 13A Miscellaneous Wild,,,,,0,0,199.735884,510,414.1291108,214.3932268,0.517696586,47.264969,-122.702698,,,,,,
1997,Area 13A Miscellaneous Wild,,,,,0,0,299.379352,520,422.2492895,122.8699375,0.290989092,47.264969,-122.702698,,,,,,
1998,Area 13A Miscellaneous Wild,,,,,0,0,99.976898,177.1774,143.871214,43.89431597,0.305094499,47.264969,-122.702698,,,,,,
1999,Area 13A Miscellaneous Wild,,,,,0,0,29.000099,48.756834,39.59142022,10.59132122,0.267515567,47.264969,-122.702698,,,,,,
2000,Area 13A Miscellaneous Wild,,,,,0,0,300.002388,563.043805,457.2016281,157.1992401,0.343829135,47.264969,-122.702698,,,,,,
2001,Area 13A Miscellaneous Wild,,,,,0,0,159.999999,304.610345,247.3490418,87.34904282,0.353140817,47.264969,-122.702698,,,,,,
2002,Area 13A Miscellaneous Wild,,,,,0,0,556,920.5269,747.4842875,191.4842875,0.256171656,47.264969,-122.702698,,,,,,
2003,Area 13A Miscellaneous Wild,,,,,0,0,215.999998,320.217925,260.0226756,44.0226776,0.169303225,47.264969,-122.702698,,,,,,
2004,Area 13A Miscellaneous Wild,,,,,0,0,232.01059,454.3825,368.9667073,136.9561173,0.37118828,47.264969,-122.702698,,,,,,
2005,Area 13A Miscellaneous Wild,,,,,0,0,1226.979205,2104.0134,1708.496468,481.5172627,0.28183685,47.264969,-122.702698,,,,,,
2006,Area 13A Miscellaneous Wild,,,,,0,0,812.0126,1412.9707,1147.35745,335.3448503,0.292275829,47.264969,-122.702698,,,,,,
2007,Area 13A Miscellaneous Wild,,,,,0,0,1191.028806,1917.939,1557.400731,366.3719248,0.235245764,47.264969,-122.702698,,,,,,
2008,Area 13A Miscellaneous Wild,,,,,0,0,283.523632,576.1443,467.8394641,184.3158321,0.393972391,47.264969,-122.702698,,,,,,
2009,Area 13A Miscellaneous Wild,,,,,0,0,1485.839606,2528.7816,2053.415834,567.5762283,0.276405889,47.264969,-122.702698,,,,,,
2010,Area 13A Miscellaneous Wild,,,,,0,0,418.912047,686.9755,557.8363784,138.9243314,0.249041362,47.264969,-122.702698,,,,,,
2011,Area 13A Miscellaneous Wild,,,,,0,0,805.994864,1393.5244,1131.566707,325.5718433,0.287717764,47.264969,-122.702698,,,,,,
2012,Area 13A Miscellaneous Wild,,,,,0,0,1707.06498,3263.6738,2650.161429,943.0964492,0.355863774,47.264969,-122.702698,,,,,,
2013,Area 13A Miscellaneous Wild,,,,,0,0,663.983368,1090.518,885.5200974,221.5367294,0.250176964,47.264969,-122.702698,,,,,,
2014,Area 13A Miscellaneous Wild,,,,,0,0,60.000119,103.8407,84.32050345,24.32038445,0.288427885,47.264969,-122.702698,,,,,,
2015,Area 13A Miscellaneous Wild,,,,,0,0,2.999166,6.2279,5.057166058,2.058000058,0.406947297,47.264969,-122.702698,,,,,,
2016,Area 13A Miscellaneous Wild,,,,,0,0,594.000001,761.683771,618.5008291,24.50082807,3.96E-02,47.264969,-122.702698,,,,,,
2017,Area 13A Miscellaneous Wild,,,,,0,0,405.034301,587.3291,476.9217215,71.88742048,0.150732116,47.264969,-122.702698,,,,,,
1986,Area 13B Miscellaneous Wild,,,,,0,0,4799.862268,30984,25159.56151,20359.69924,0.809223135,47.195821,-122.820636,,,,,,
1987,Area 13B Miscellaneous Wild,,,,,0,0,4899.71876,19276,15652.45635,10752.73759,0.686968061,47.195821,-122.820636,,,,,,
1988,Area 13B Miscellaneous Wild,,,,,0,0,8899.931388,45702,37110.84044,28210.90905,0.76017974,47.195821,-122.820636,,,,,,
1989,Area 13B Miscellaneous Wild,,,,,0,0,2499.966286,17748,14411.69306,11911.72677,0.826532089,47.195821,-122.820636,,,,,,
1990,Area 13B Miscellaneous Wild,,,,,0,0,3199.759098,15860,12878.60333,9678.844231,0.751544557,47.195821,-122.820636,,,,,,
1991,Area 13B Miscellaneous Wild,,,,,0,0,2299.801114,13460,10929.76045,8629.959341,0.789583576,47.195821,-122.820636,,,,,,
1992,Area 13B Miscellaneous Wild,,,,,0,0,6599.971408,179888,146072.2696,139472.2982,0.954817082,47.195821,-122.820636,,,,,,
1993,Area 13B Miscellaneous Wild,,,,,0,0,7299.996064,77164,62658.54649,55358.55042,0.883495605,47.195821,-122.820636,,,,,,
1994,Area 13B Miscellaneous Wild,,,,,0,0,6599.925966,186826,151706.0495,145106.1236,0.956495301,47.195821,-122.820636,,,,,,
1995,Area 13B Miscellaneous Wild,,,,,0,0,2299.971906,99902,81122.20869,78822.23678,0.971648061,47.195821,-122.820636,,,,,,
1996,Area 13B Miscellaneous Wild,,,,,0,0,1499.970742,73334,59548.51807,58048.54733,0.974810948,47.195821,-122.820636,,,,,,
1997,Area 13B Miscellaneous Wild,,,,,0,0,299.979954,19918,16173.77182,15873.79187,0.98145269,47.195821,-122.820636,,,,,,
1998,Area 13B Miscellaneous Wild,,,,,0,0,2599.327045,5962.561,4841.70605,2242.379005,0.463138196,47.195821,-122.820636,,,,,,
1999,Area 13B Miscellaneous Wild,,,,,0,0,800.001173,2102.235538,1707.052812,907.051639,0.531355347,47.195821,-122.820636,,,,,,
2000,Area 13B Miscellaneous Wild,,,,,0,0,1168.00871,2704.721543,2196.282211,1028.273501,0.468188239,47.195821,-122.820636,,,,,,
2001,Area 13B Miscellaneous Wild,,,,,0,0,717.999997,1719.421007,1396.200574,678.2005771,0.485747241,47.195821,-122.820636,,,,,,
2002,Area 13B Miscellaneous Wild,,,,,0,0,772.000006,1649.056334,1339.063203,567.0631966,0.423477544,47.195821,-122.820636,,,,,,
2003,Area 13B Miscellaneous Wild,,,,,0,0,889.000005,1713.337327,1391.260517,502.2605123,0.361011116,47.195821,-122.820636,,,,,,
2004,Area 13B Miscellaneous Wild,,,,,0,0,4296.745652,8608.2312,6990.037515,2693.291863,0.38530435,47.195821,-122.820636,,,,,,
2005,Area 13B Miscellaneous Wild,,,,,0,0,820.318545,2145.138,1741.890378,921.5718326,0.529064196,47.195821,-122.820636,,,,,,
2006,Area 13B Miscellaneous Wild,,,,,0,0,160.949314,1270.9366,1032.023224,871.0739097,0.844044872,47.195821,-122.820636,,,,,,
2007,Area 13B Miscellaneous Wild,,,,,0,0,4417.063552,10107.5212,8207.487779,3790.424227,0.461825144,47.195821,-122.820636,,,,,,
2008,Area 13B Miscellaneous Wild,,,,,0,0,657.234404,1981.3694,1608.907349,951.6729448,0.59150264,47.195821,-122.820636,,,,,,
2009,Area 13B Miscellaneous Wild,,,,,0,0,1649.060725,6306.2444,5120.78311,3471.722385,0.677967082,47.195821,-122.820636,,,,,,
2010,Area 13B Miscellaneous Wild,,,,,0,0,1587.06624,2920.1556,2371.218514,784.152274,0.330695914,47.195821,-122.820636,,,,,,
2011,Area 13B Miscellaneous Wild,,,,,0,0,754.331503,1586.9408,1288.624279,534.2927763,0.414622621,47.195821,-122.820636,,,,,,
2012,Area 13B Miscellaneous Wild,,,,,0,0,4076.153163,10663.4118,8658.880877,4582.727714,0.529251733,47.195821,-122.820636,,,,,,
2013,Area 13B Miscellaneous Wild,,,,,0,0,2922.040351,6440.0272,5229.417134,2307.376783,0.441230203,47.195821,-122.820636,,,,,,
2014,Area 13B Miscellaneous Wild,,,,,0,0,572.588248,1545.422,1254.910272,682.322024,0.543721762,47.195821,-122.820636,,,,,,
2015,Area 13B Miscellaneous Wild,,,,,0,0,298.93199,924.9466,751.0731628,452.1411728,0.601993514,47.195821,-122.820636,,,,,,
2016,Area 13B Miscellaneous Wild,,,,,0,0,5995.000009,10720.93139,8705.587811,2710.587802,0.311361836,47.195821,-122.820636,,,,,,
2017,Area 13B Miscellaneous Wild,,,,,0,0,856.969828,2691.8022,2185.791474,1328.821646,0.607936147,47.195821,-122.820636,,,,,,
1986,Area 7-7A Independent Wild,,,,,0,0,600.100652,1714,1391.79862,791.6979676,0.568830833,48.972937,-122.733811,,,,,,
1987,Area 7-7A Independent Wild,,,,,0,0,599.49576,1602,1300.852619,701.3568588,0.539151668,48.972937,-122.733811,,,,,,
1988,Area 7-7A Independent Wild,,,,,0,0,599.44419,1544,1253.755583,654.3113926,0.52188114,48.972937,-122.733811,,,,,,
1989,Area 7-7A Independent Wild,,,,,0,0,699.559064,2386,1937.474624,1237.91556,0.638932528,48.972937,-122.733811,,,,,,
1990,Area 7-7A Independent Wild,,,,,0,0,499.633766,1526,1239.139261,739.5054951,0.596789657,48.972937,-122.733811,,,,,,
1991,Area 7-7A Independent Wild,,,,,0,0,499.657752,2190,1778.319123,1278.661371,0.719028072,48.972937,-122.733811,,,,,,
1992,Area 7-7A Independent Wild,,,,,0,0,499.896088,2302,1869.265124,1369.369036,0.732570794,48.972937,-122.733811,,,,,,
1993,Area 7-7A Independent Wild,,,,,0,0,500.16161,1244,1010.150223,509.9886133,0.50486413,48.972937,-122.733811,,,,,,
1994,Area 7-7A Independent Wild,,,,,0,0,499.785896,1738,1411.287048,911.5011523,0.645865172,48.972937,-122.733811,,,,,,
1995,Area 7-7A Independent Wild,,,,,0,0,499.470888,1256,1019.894438,520.4235497,0.510271976,48.972937,-122.733811,,,,,,
1996,Area 7-7A Independent Wild,,,,,0,0,500.020612,1186,963.0531872,463.0325752,0.480796472,48.972937,-122.733811,,,,,,
1997,Area 7-7A Independent Wild,,,,,0,0,499.042052,770,625.2537556,126.2117036,0.20185677,48.972937,-122.733811,,,,,,
1998,Area 7-7A Independent Wild,,,,,0,0,869.647599,1134.282,921.0572473,51.40964826,5.58E-02,48.972937,-122.733811,,,,,,
1999,Area 7-7A Independent Wild,,,,,0,0,892.295356,1134.282,921.0572473,28.76189126,3.12E-02,48.972937,-122.733811,,,,,,
2000,Area 7-7A Independent Wild,,,,,0,0,890.143474,1134.282,921.0572473,30.91377326,3.36E-02,48.972937,-122.733811,,,,,,
2001,Area 7-7A Independent Wild,,,,,0,0,835.456861,1134.282,921.0572473,85.60038626,9.29E-02,48.972937,-122.733811,,,,,,
2002,Area 7-7A Independent Wild,,,,,0,0,862.901737,1134.282,921.0572473,58.15551026,6.31E-02,48.972937,-122.733811,,,,,,
2003,Area 7-7A Independent Wild,,,,,0,0,276.624923,363.4632,295.1386114,18.51368845,6.27E-02,48.972937,-122.733811,,,,,,
2004,Area 7-7A Independent Wild,,,,,0,0,881.786448,1228.134,997.2667479,115.4802999,0.115796802,48.972937,-122.733811,,,,,,
2005,Area 7-7A Independent Wild,,,,,0,0,574.627397,764.6568,620.9149817,46.28758473,7.45E-02,48.972937,-122.733811,,,,,,
2006,Area 7-7A Independent Wild,,,,,0,0,341.511946,463.4772,376.3517661,34.83982014,9.26E-02,48.972937,-122.733811,,,,,,
2007,Area 7-7A Independent Wild,,,,,0,0,99.137886,135.8484,110.3113276,11.17344165,0.101290066,48.972937,-122.733811,,,,,,
2008,Area 7-7A Independent Wild,,,,,0,0,1274.664223,1655.5872,1344.366382,69.70215946,0.051847592,48.972937,-122.733811,,,,,,
2009,Area 7-7A Independent Wild,,,,,0,0,654.15589,916.3368,744.0818514,89.9259614,0.120854932,48.972937,-122.733811,,,,,,
2010,Area 7-7A Independent Wild,,,,,0,0,754.729859,985.3512,800.1227771,45.3929181,5.67E-02,48.972937,-122.733811,,,,,,
2011,Area 7-7A Independent Wild,,,,,0,0,2484.66964,3506.652,2847.464068,362.7944282,0.12740966,48.972937,-122.733811,,,,,,
2012,Area 7-7A Independent Wild,,,,,0,0,1905.092919,2670.3264,2168.352741,263.2598216,0.121410053,48.972937,-122.733811,,,,,,
2014,Area 7-7A Independent Wild,,,,,0,0,1629.383428,2713.4604,2203.378319,573.9948911,0.260506735,48.972937,-122.733811,,,,,,
2015,Area 7-7A Independent Wild,,,,,0,0,1295.616675,2104.9392,1709.248234,413.6315589,0.241996189,48.972937,-122.733811,,,,,,
